strongs_id,Original Word,Part of Speech,Transliteration,Pronunciation,Phonetic Spelling,KJV,Word Origin,NASB
G188,ἀκμήν,"Noun, Feminine",akmén,ak-MANE,(ak-mane'),yet,"[accusative case of a noun acme, akin to ake ""a point"" and meaning the same]",still
G189,ἀκοή,"Noun, Feminine",akoé,ah-ko-ay',(ak-o-ay'),"audience, ear, fame, which ye heard, hearing, preached, report, rumor",[from,"hearing, ears, news, heard, keep, report, rumors"
G190,ἀκολουθέω,Verb,akoloutheó,ah-ko-loo-THEH-oh,(ak-ol-oo-theh'-o),"follow, reach",[from,"followed, follow, following, follows"
G191,ἀκούω,Verb,akouó,ah-KOO-oh,(ak-oo'-o),"give (in the) audience (of), come (to the ears), (shall) hear(-er, -ken), be noised, be reported, understand",[a primary verb],"heard, hear, hearing, listen, hears, listening, listens"
G192,ἀκρασία,"Noun, Feminine",akrasia,ah-krah-SEE-ah,(ak-ras-ee'-a),"excess, incontinency",[from,"lack of self-control, self-indulgence"
G193,ἀκρατής,Adjective,akratés,ah-krah-TACE,(ak-rat'-ace),incontinent,[from,without self-control
G194,ἄκρατος,Adjective,akratos,ah-KRAH-tos,(ak'-rat-os),without mixture,[from,full strength
G195,ἀκρίβεια,"Noun, Feminine",akribeia,ah-kree-BAY-ah,(ak-ree'-bi-ah),perfect manner,[superlative of akribes (a derivative of the same as,strictly
G196,ἀκριβέστατος,Adjective,akribestatos,ah-kree-BES-tah-tos,(ak-ree-bes'-ta-tos),most straitest,[superlative of akribes (a derivative of the same as,
G197,ἀκριβέστερον,Adverb,akribesteron,ah-kree-BES-te-ron,(ak-ree-bes'-ter-on),more perfect(-ly),[neuter of the comparative superlative of akribes (a derivative of the same as,
G198,ἀκριβόω,Verb,akriboo,ah-kree-BOH-oh,(ak-ree-bo'-o),enquire diligently,[superlative of akribes (a derivative of the same as,
G199,ἀκριβῶς,"Adverb; Adverb, Comparative",akribós,ah-kree-BOCE,(ak-ree-boce'),"circumspectly, diligently, perfect(-ly)",[adverb from the superlative of akribes (a derivative of the same as,"carefully, accurately, full well, more accurately, more exact, more thorough investigation, more thoroughly"
G200,ἀκρίς,"Noun, Feminine",akris,ä-krēs',(ak-rece'),locust,[apparently from,locusts
G201,ἀκροατήριον,"Noun, Neuter",akroatérion,ah-kro-ah-TAY-ree-on,(ak-ro-at-ay'-ree-on),place of hearing,[from,auditorium
G202,ἀκροατής,"Noun, Masculine",akroatés,ak-ro-at-ACE,(ak-ro-at-ace'),hearer,[from akroaomai (to listen],"hearer, hearers"
G203,ἀκροβυστία,"Noun, Feminine",akrobustia,ak-rob-oos-TEE-ah,(ak-rob-oos-tee'-ah),"not circumcised, uncircumcised (with G2192), uncircumcision",[from,"uncircumcised, uncircumcision, uncircumcised man, without being circumcised"
G204,ἀκρογωνιαῖος,Adjective,akrogóniaios,ak-rog-o-nee'-ah-yos,(ak-rog-o-nee-ah'-yos),chief corner,[from,corner
G205,ἀκροθίνιον,"Noun, Neuter",akrothinion,ak-ro-thee'-nee-on,(ak-roth-in'-ee-on),spoils,[from,choicest spoils
G206,ἄκρον,"Noun, Neuter",akron,AH-kron,(ak'-ron),"one end other, tip, top, uttermost participle",[neuter of an adjective; probably akin to the base of,"farthest end, end, other, tip, top"
G207,Ἀκύλας,"Noun, Masculine",Akulas,ah-KOO-las,(ak-oo'-las),Aquila,"[probably for Latin aquila ""an eagle""]",Aquila
G208,ἀκυρόω,Verb,akuroó,ah-koo-ROH-oh,(ak-oo-ro'-o),"disannul, make of none effect",[from,"invalidate, invalidated, invalidating"
G209,ἀκώλυτος,Adverb,akólutós,ah-KO-loo-tos,(ak-o-loo'-toce),no man forbidding him,[adverb from a compound of,unhindered
G210,ἀκών,Adjective,akón,ah-KON,(ak'-ohn),against the will,[from,against my will
G211,ἀλάβαστρον,"Noun, Neuter",alabastron,ah-LAH-bah-stron,(al-ab'-as-tron),(alabaster) box,"[neuter of alabastros (of uncertain derivation), the name of a stone]","alabaster vial, vial"
G212,ἀλαζονεία,"Noun, Feminine",alazoneia,al-ad-zon-I-ah,(al-ad-zon-i'-a),"boasting, pride",[from,"arrogance, boastful pride"
G213,ἀλαζών,"Noun, Masculine",alazón,al-ad-zone',(al-ad-zone'),boaster,"[from ale ""vagrancy""]",boastful
G214,ἀλαλάζω,Verb,alalazó,ah-lah-LAH-zo,(al-al-ad'-zo),"tinkle, wail","[from alale ""a shout"" (i.e. halloo)]","clanging, wailing"
G215,ἀλάλητος,Adjective,alalétos,ah-lah-LAY-tos,(al-al'-ay-tos),"unutterable, which cannot be uttered",[from,"too deep, too deep for words"
G216,ἄλαλος,Adjective,alalos,AH-lah-los,(al'-al-os),dumb,[from,mute
G217,ἅλας,"Noun, Neuter",halas and hala,HA-las,(hal'-as),salt,[from,salt
G218,ἀλείφω,Verb,aleipho,ah-LAY-fo,(al-i'-fo),anoint,[from,
G219,ἀλεκτοροφωνία,"Noun, Feminine",alektorophónia,ah-lek-to-rof-o-NEE-ah,(al-ek-tor-of-o-nee'-ah),cockcrowing,[from,rooster crows
G220,ἀλέκτωρ,"Noun, Masculine",alektór,ah-LEK-tor,(al-ek'-tore),cock,"[from aleko ""to ward off""]",rooster
G221,Ἀλεξανδρεύς,"Noun, Masculine",Alexandreus,al-ex-an-dreh-oos',(al-ex-and-reuce'),"of Alexandria, Alexandrian",[from Alexandreia (the city so called)],"Alexandrian, Alexandrians"
G222,Ἀλεξανδρινός,Adjective,Alexandrinos,al-ex-an-dree-NOS,(al-ex-an-dree'-nos),of Alexandria,[from Alexandreia (the city so called)],Alexandrian
G223,Ἀλέξανδρος,"Noun, Masculine",Alexandros,al-ex'-an-dros,(al-ex'-an-dros),Alexander,"[from the first part of aleko ""to ward off"" and",Alexander
G224,ἄλευρον,"Noun, Neuter",aleuron,al-yoo'-ron,(al'-yoo-ron),meal,"[from aleo ""to grind""]",flour
G225,ἀλήθεια,"Noun, Feminine",alétheia,ah-LAY-thay-ah,(al-ay'-thi-a),"true, X truly, truth, verity",[from,"truth, most"
G226,ἀληθεύω,Verb,alétheuó,al-ayth-yoo'-o,(al-ayth-yoo'-o),speak (tell) the truth,[from,"speaking the truth, telling the truth"
G227,ἀληθής,Adjective,aléthés,ah-lay-THAYS,(al-ay-thace'),"true, truly, truth",[from,"true , truthful, real, truly, truth"
G228,ἀληθινός,Adjective,aléthinos,ah-lay-thee-NOS,(al-ay-thee-nos'),true,[from,"true , sincere, true one"
G229,ἀληθῶ,Verb,aléthó,ah-lay-THO,(al-ay'-tho),grind,"[from aleo ""to grind""]",grinding
G230,ἀληθῶς,Adverb,aléthós,ah-lay-THOS,(al-ay-thoce'),"indeed, surely, of a surety, truly, of a (in) truth, verily, very",[adverb from,"truly, certainly, indeed, really, surely, sure, truthfully"
G231,ἁλιεύς,"Noun, Masculine",halieus,hah-lee-YOOS,(hal-ee-yoos'),fisher(-man),[from,"fishermen, fishers"
G232,ἁλιεύω,Verb,halieuó,ha-lee-YOO-oh,(hal-ee-yoo'-o),go a-fishing,[from,fishing
G233,ἁλίζω,Verb,halizó,hah-LEE-zo,(hal-id'-zo),salt,[from,"made salty, salted"
G234,ἀλίσγημα,"Noun, Neuter",alisgéma,ah-lees'-gheh-mah,(al-is'-ghem-ah),pollution,"[from alisgeo ""to soil""]",things contaminated
G235,ἀλλά,Conjunction,alla,al-lah',(al-lah'),"and, but (even), howbeit, indeed, nay, nevertheless, no, notwithstanding, save, therefore, yea, yet",[neuter plural of,"yet, however, contrary, what, nevertheless, indeed, fact"
G236,ἀλλάσσω,Verb,allassó,al-las'-so,(al-las'-so),change,[from,"changed, alter, change, exchanged"
G237,ἀλλαχόθεν,Adverb,allachothen,al-lakh-OTH-en,(al-lakh-oth'-en),some other way,[from,
G238,ἀλληγορέω,Verb,allégoreó,al-lay-gor-eh'-o,(al-lay-gor-eh'-o),be an allegory (the Greek word itself),[from,allegorically speaking
G239,ἁλληλουϊά,Hebrew Form (Indeclinable),hallélouia,hal-lay-loo-ee-ah,(al-lay-loo'-ee-ah),alleluiah,[of Hebrew origin (imperative of,Hallelujah
G240,ἀλλήλων,Reciprocal Pronoun,allélón,al-lay'-lone,(al-lay'-lone),"each other, mutual, one another, (the other), (them-, your-)selves, (selves) together (sometimes with G3326 or G4314)",[genitive plural from,"one another, one another's, another, each, each other, other's, themselves"
G241,ἀλλογενής,Adjective,allogenés,al-lo-gen-ACE,(al-log-en-ace'),stranger,[from,foreigner
G242,ἅλλομαι,Verb,hallomai,HAL-loh-my,(hal'-lom-ahee),"leap, spring up",[middle voice of apparently a primary verb],"leaped, leaping, springing"
G243,ἄλλος,Adjective,allos,AL-los,(al'-los),"more, one (another), (an-, some an-)other(-s, -wise)",[a primary word],"another, others, other, more, else, one, someone else"
G244,ἀλλοτριεπίσκοπος,"Noun, Masculine",allotriepiskopos,al-lo-tree-ep-IS-ko-pos,(al-lot-ree-ep-is'-kop-os),busybody in other men's matters,[from,troublesome meddler
G245,ἀλλότριος,Adjective,allotrios,al-lo'-tree-os,(al-lot'-ree-os),"alien, (an-)other (man's, men's), strange(-r)",[from,"foreign, strangers, another, another man's, another's, other men's, others"
G246,ἀλλόφυλος,Adjective,allophulos,al-LO-foo-los,(al-lof'-oo-los),one of another nation,[from,foreigner
G247,ἄλλος,Adverb,allós,al'-los,(al'-loce),otherwise,[adverb from,otherwise
G248,ἀλοάω,Verb,aloaó,al-o-ah'-o,(al-o-ah'-o),"thresh, tread out the corn",[probably from the base of,"threshing, thresher"
G249,ἄλογος,Adjective,alogos,ah'-lo-gos,(al'-og-os),"brute, unreasonable",[from,"unreasoning, absurd"
G250,ἀλόη,"Noun, Feminine",aloé,al-o-AY,(al-o-ay'),aloes,[of foreign origin],aloes
G251,ἅλς,"Noun, Masculine",hals,halce,(halce),salt,[a primary word],
G252,ἁλυκός,Adjective,halukos,hah-loo-KOS,(hal-oo-kos'),salt,[from,salt
G253,ἀλυπότερος,Adjective,alupoteros,ah-loo-POT-er-os,(al-oo-pot'-er-os),less sorrowful,[comparative of a compound of,less concerned
G254,ἅλυσις,"Noun, Feminine",halusis,hä'-lü-sēs,(hal'-oo-sis),"bonds, chain",[of uncertain derivation],"chains, chain"
G255,ἀλυσιτελής,Adjective,alusitelés,ah-loo-see-teh-LAYS,(al-oo-sit-el-ace'),unprofitable,[from,unprofitable
G256,Ἀλφαῖος,"Noun, Masculine",Alphaios,al-FAY-os,(al-fah'-yos),Alpheus,[of Hebrew origin],
G257,ἁλών,"Noun, Feminine",halón,hah-LONE,(hal'-ohn),floor,[probably from the base of,threshing floor
G258,ἀλώπηξ,"Noun, Feminine",alópéx,ah-LOH-peks,(al-o'-pakes),fox,[of uncertain derivation],"foxes, fox"
G259,ἅλωσις,"Noun, Feminine",halósis,hah-LOH-sis,(hal'-o-sis),be taken,[from a collateral form of,captured
G260,ἅμα,Adverb,hama,HA-mah,(ham'-ah),"also, and, together, with(-al)",[a primary particle],"same time, together, early"
G261,ἀμαθής,Adjective,amathés,ah-math-ACE,(am-ath-ace'),unlearned,[from,untaught
G262,ἀμαράντινος,Adjective,amarantinos,ah-mah-RAN-tee-nos,(am-ar-an'-tee-nos),that fadeth not away,[from,unfading
G263,ἀμάραντος,Adjective,amarantos,ah-MAH-rahn-tos,(am-ar'-an-tos),that fadeth not away,[from,fade away
G264,ἁμαρτάνω,Verb,hamartanó,hah-mar-TAH-no,(ham-ar-tan'-o),"for your faults, offend, sin, trespass",[perhaps from,"sinned, sin, sins, sinning, commit sin, committed offense, committing"
G265,ἁμάρτημα,"Noun, Neuter",hamartéma,hah-MAR-tay-mah,(ham-ar'-tay-mah),sin,[from,"sin, sins"
G266,ἁμαρτία,"Noun, Feminine",hamartia,hah-mar-TEE-ah,(ham-ar-tee'-ah),"offence, sin(-ful)",[from,"sin, sins, sinful"
G267,ἀμάρτυρος,Adjective,amarturos,ah-MAR-too-ros,(am-ar'-too-ros),without witness,[from,without witness
G268,ἁμαρτωλός,Adjective,hamartólos,hah-mar-to-los',(ham-ar-to-los'),"sinful, sinner",[from,"sinners, sinner, sinful"
G269,ἄμαχος,Adjective,amachos,ah'-makh-os,(am'-akh-os),not a brawler,[from,peaceable
G270,ἀμάω,Verb,amaó,ah-MAH-oh,(am-ah'-o),reap down,[from,mowed
G271,ἀμέθυστος,"Noun, Feminine",amethustos,ah-METH-oos-tos,(am-eth'-oos-tos),amethyst,[from,amethyst
G272,ἀμελέω,Verb,ameleó,ah-meh-LEH-oh,(am-el-eh'-o),"make light of, neglect, be negligent, no regard",[from,"neglect, care, paid no attention"
G273,ἄμεμπτος,Adjective,amemptos,ah-MEMP-tos,(am'-emp-tos),"blameless, faultless, unblamable",[from,"blameless, blamelessly, faultless, without blame"
G274,ἄμεμπτος,Adverb,amemptós,ah-MEMP-tos,(am-emp'-toce),"blameless, unblamably",[adverb from,"blamelessly, without blame"
G275,ἀμέριμνος,Adjective,amerimnos,ah-MER-im-nos,(am-er'-im-nos),"without care(-fulness), secure",[from,"free from concern, trouble"
G276,ἀμετάθετος,Adjective,ametathetos,ah-meh-TAH-theh-tos,(am-et-ath'-et-os),immutable(-ility),[from,"unchangeable, unchangeableness"
G277,ἀμετακίνητος,Adjective,ametakinétos,ah-meh-tah-KEE-nay-tos,(am-et-ak-in'-ay-tos),unmovable,[from,immovable
G278,ἀμεταμέλητος,Adjective,ametamelétos,ah-meh-tah-MEH-leh-tos,(am-et-am-el'-ay-tos),"without repentance, not to be repented of",[from,"irrevocable, without regret"
G279,ἀμετανόητος,Adjective,ametanoétos,ah-meh-tah-NO-ay-tos,(am-et-an-o'-ay-tos),impenitent,[from,unrepentant
G280,ἄμετρος,Adjective,ametros,ah'-met-ros,(am'-et-ros),(thing) without measure,[from,measure
G281,ἀμήν,Hebrew Form (Indeclinable),amén,ah-MANE,(am-ane'),"amen, verily",[of Hebrew origin (,"truly, Amen"
G282,ἀμήτωρ,Adjective,amétór,ah-MAY-tor,(am-ay'-tore),without mother,[from,without mother
G283,ἀμίαντος,Adjective,amiantos,ah-mee'-an-tos,(am-ee'-an-tos),undefiled,[from,undefiled
G284,Ἀμιναδάβ,"Proper Noun, Indeclinable",Aminadab,ah-mee-nah-DAB,(am-ee-nad-ab'),Aminadab,[of Hebrew origin (,Amminadab
G285,ἄμμος,"Noun, Feminine",ammos,AM-mos,(am'-mos),sand,[perhaps from,sand
G286,ἀμνός,"Noun, Masculine",amnos,am-NOS,(am-nos'),lamb,[apparently a primary word],Lamb
G287,ἀμοιβή,"Noun, Feminine",amoibé,ah-moy-BAY,(am-oy-bay'),requite,"[from ameibo ""to exchange""]",
G288,ἄμπελος,"Noun, Feminine",ampelos,AM-pe-los,(am'-pel-os),vine,[probably from the base of,vine
G289,ἀμπελουργός,"Noun, Masculine",ampelourgos,am-pel-oor-GOS,(am-pel-oor-gos'),vine-dresser,[from,vineyard-keeper
G290,ἀμπελών,"Noun, Masculine",ampelón,am-peh-LONE,(am-pel-ohn'),vineyard,[from,vineyard
G291,Ἀμπλιᾶτος,"Noun, Masculine",Ampliatos,am-plee-AH-tos,(am-plee'-as),Amplias,[contracted for Latin ampliatus (enlarged)],Ampliatus
G292,ἀμύνομαι,Verb,amunomai,ah-MOO-noh-my,(am-oo'-nom-ahee),defend,[middle voice of a primary verb],
G293,ἀμφίβληστρον,"Noun, Neuter",amphiblestron,am-FEE-blay-stron,(am-fib'-lace-tron),net,[from a compound of the base of,
G294,ἀμφιέννυμι,Verb,amphiennumi,am-fee-EN-noo-mee,(am-fee-en'-noo-mee),clothe,[from the base of,"dressed, clothes"
G295,Ἀμφίπολις,"Noun, Feminine",Amphipolis,am-FEE-po-lis,(am-fip'-ol-is),Amphipolis,[from the base of,Amphipolis
G296,ἀμφόδον,"Noun, Neuter",amphodon,am-fo'-don,(am'-fod-on),where two ways meet,[from the base of,street
G297,ἀμφότεροι,Adjective,amphoteroi,am-FOT-er-oy,(am-fot'-er-os),both,"[comparative of amphi ""around""]","both, all"
G298,ἀμώμητος,Adjective,amómétos,ah-MO-may-tos,(am-o'-may-tos),blameless,[from,blameless
G299,ἄμωμος,Adjective,amomos,AH-mo-mos,(am'-o-mos),"without blame (blemish, fault, spot), faultless, unblamable",[from,
G300,Ἀμών,"Proper Noun, Indeclinable",Amón,ah-MONE,(am-one'),Amon,[of Hebrew origin (,Amon
G301,Ἀμώς,"Proper Noun, Indeclinable",Amós,ah-MOCE,(am-oce'),Amos,[of Hebrew origin (,Amos
G302,ἄν,"Particle, Disjunctive Particle",an,an,(an),"(what-, where-, wither-, who-)soever",[a primary particle],if
G303,ἀνά,Preposition,ana,ä-nä',(an-ah'),"and, apiece, by, each, every (man), in, through",[a primary preposition and adverb],"each, apiece, each one"
G304,ἀναβαθμός,"Noun, Masculine",anabathmos,an-ab-ath-MOS,(an-ab-ath-mos'),stairs,[from,stairs
G305,ἀναβαίνω,Verb,anabainó,an-ab-ah'-ee-no,(an-ab-ah'-ee-no),"arise, ascend (up), climb (go, grow, rise, spring) up, come (up)",[from,"went, ascended, came, go, going, come, ascending"
G306,ἀναβάλλω,Verb,anaballó,an-ab-al'-lo,(an-ab-al'-lom-ahee),defer,[middle voice from,put off
G307,ἀναβιβάζω,Verb,anabibazó,an-ab-ib-ad'-zo,(an-ab-ee-bad'-zo),draw,[from,drew
G308,ἀναβλέπω,Verb,anablepó,an-ab-lep'-o,(an-ab-lep'-o),"look (up), see, receive sight",[from,"looking, looked, regained sight, regain sight, receive sight, received sight, receiver sight"
G309,ἀνάβλεψις,"Noun, Feminine",anablepsis,an-ab'-lep-sis,(an-ab'-lep-sis),recovery of sight,[from,recovery of sight
G310,ἀναβοάω,Verb,anaboaó,an-ab-o-ah'-o,(an-ab-o-ah'-o),"cry (aloud, out)",[from,cried
G311,ἀναβολή,"Noun, Feminine",anabole,an-ab-ol-AY,(an-ab-ol-ay'),delay,[from,
G312,ἀναγγέλλω,Verb,anaggelló,an-ang-GEL-lo,(an-ang-el'-lo),"declare, rehearse, report, show, speak, tell",[from,"disclose, declaring, reported, announce, announced, declare, disclosing"
G313,ἀναγεννάω,Verb,anagennaó,an-ag-en-nah'-o,(an-ag-en-nah'-o),"beget, (bear) X (again)",[from,born again
G314,ἀναγινώσκω,Verb,anaginóskó,an-ag-in-OCE-ko,(an-ag-in-oce'-ko),read,[from,"read, reading, reader, reads"
G315,ἀναγκάζω,Verb,anagkazó,an-ang-KAD-zo,(an-ang-kad'-zo),"compel, constrain",[from,"compel, compelled, made, force, forced"
G316,ἀναγκαῖος,Adjective,anagkaios,an-ang-KAH-yos,(an-ang-kah'-yos),"near, necessary, necessity, needful",[from,"necessary, close, more necessary, pressing"
G317,ἀναγκαστός,Adverb,anagkastós,an-ang-kas-TOS,(an-ang-kas-toce'),by constraint,[adverb from a derivative of,under compulsion
G318,ἀνάγκη,"Noun, Feminine",anagké,ah-NAHN-kay,(an-ang-kay'),"distress, must needs, (of) necessity(-sary), needeth, needful",[from,"compulsion, distress, necessity, necessary, need, constraint, distresses"
G319,ἀναγνωρίζω,Verb,anagnórizó,ah-nah-gno-REE-zo,(an-ag-no-rid'-zom-ahee),be made known,[middle voice from,
G320,ἀνάγνωσις,"Noun, Feminine",anagnósis,ah-nag'-no-sis,(an-ag'-no-sis),reading,[from,reading
G321,ἀνάγω,Verb,anagó,ä-nä'-gō,(an-ag'-o),"bring (again, forth, up again), depart, launch (forth), lead (up), loose, offer, sail, set forth, take up",[from,"set sail, brought, put out to sea, bring, led, launched, putting out to sea"
G322,ἀναδείκνυμι,Verb,anadeiknumi,an-ad-ike'-noo-mee,(an-ad-ike'-noo-mee),"appoint, shew",[from,"appointed, show"
G323,ἀνάδειξις,"Noun, Feminine",anadeixis,ah-nah'-dike-sis,(an-ad'-ike-sis),shewing,[from,public appearance
G324,ἀναδέχομαι,Verb,anadechomai,an-ad-ekh'-om-ahee,(an-ad-ekh'-om-ahee),receive,[from,"received, welcomed"
G325,ἀναδίδωμι,Verb,anadidómi,ah-nah-DEE-doh-mee,(an-ad-eed'-om-ee),deliver,[from,delivered
G326,ἀναζάω,Verb,anazaó,an-ad-zah'-o,(an-ad-zah'-o),"(be a-)live again, revive",[from,"became alive, come to life again, life again"
G327,ἀναζητέω,Verb,anazéteó,an-ad-zay-teh'-o,(an-ad-zay-teh'-o),seek,[from,"looking, look"
G328,ἀναζώννυμι,Verb,anazónnumi,ah-nah-ZONE-noo-mee,(an-ad-zone'-noo-mee),gird up,[from,prepare
G329,ἀναζωπυρέω,Verb,anazópureó,ah-nah-zo-poo-REH-oh,(an-ad-zo-poor-eh'-o),stir up,[from,kindle afresh
G330,ἀναθάλλω,Verb,anathalló,an-ath-AL-lo,(an-ath-al'-lo),flourish again,[from,revived
G331,ἀνάθεμα,"Noun, Neuter",anathema,ah-NAH-theh-mah,(an-ath'-em-ah),"accused, anathema, curse, X great",[from,"accursed, solemn"
G332,ἀναθεματίζω,Verb,anathematizó,an-ath-em-at-ID-zo,(an-ath-em-at-id'-zo),"(bind under a) curse, bind with an oath",[from,"bound under a curse, bound under an oath, bound under oath, curse, under oath"
G333,ἀναθεωρέω,Verb,anatheóreó,an-ath-eh-o-reh'-o,(an-ath-eh-o-reh'-o),"behold, consider",[from,"considering, examining"
G334,ἀνάθεμα,"Noun, Neuter",anathéma,ah-NAH-theh-mah,(an-ath'-ay-mah),gift,[from,votive gifts
G335,ἀναίδεια,"Noun, Feminine",anaideia,ah-nah-ee'-di-ah,(an-ah'-ee-die-ah'),importunity,[from a compound of,persistence
G336,ἀναίρεσις,"Noun, Feminine",anairesis,an-ah'-ee-res-is,(an-ah'-ee-res-is),death,[from,putting to death
G337,ἀναιρέω,Verb,anaireó,an-ah-ee-reh'-o,(an-ahee-reh'-o),"put to death, kill, slay, take away, take up",[from,"put to death, kill, put to death, slay, killed, do away, executed"
G338,ἀναίτιος,Adjective,anaitios,ah-NAY-tee-os,(an-ah'-ee-tee-os),"blameless, guiltless",[from,innocent
G339,ἀνακαθίζω,Verb,anakathizó,ah-nah-kah-THEE-zo,(an-ak-ath-id'-zo),sit up,[from,sat
G340,ἀνακαινίζω,Verb,anakainizó,an-ak-ah-yee-NEE-zo,(an-ak-ahee-nid'-zo),renew,[from,renew
G341,ἀνακαινόω,Verb,anakainoó,an-ak-ahee-no'-o,(an-ak-ahee-no'-o),renew,[from,renewed
G342,ἀνακαίνωσις,"Noun, Feminine",anakainósis,an-ak-ah'-ee-no-sis,(an-ak-ah'-ee-no-sis),renewing,[from,renewing
G343,ἀνακαλύπτω,Verb,anakaluptó,ah-nah-kah-LOOP-to,(an-ak-al-oop'-to),"open, (un-)taken away",[from,unveiled
