strongs_id,Original Word,Part of Speech,Transliteration,Pronunciation,Phonetic Spelling,KJV,Word Origin,NASB
G4260,προβαίνω,Verb,probainó,pro-bah'-ee-no,(prob-ah'-ee-no),"+ be of a great age, go farther (on), be well stricken",[from,"advanced, going, going on father"
G4261,προβάλλω,Verb,proballó,pro-bal'-lo,(prob-al'-lo),"put forward, shoot forth",[from,"put forth, put forward"
G4262,προβατικός,Adjective,probatikos,pro-bah-TEE-kos,(prob-at-ik-os'),sheep (market),[from,sheep
G4263,πρόβατον,"Noun, Neuter",probaton,PRO-bah-ton,(prob'-at-on),sheep(-fold),[probably neuter of a presumed derivative of,
G4264,προβιβάζω,Verb,probibazó,pro-bee-BAH-zo,(prob-ib-ad'-zo),"draw, before instruct",[from,prompted
G4265,προλέπω,Verb,problepó,prob-LEP-o,(prob-lep'-o),provide,[from,provided
G4266,προγίνομαι,Verb,proginomai,prog-EE-no-my,(prog-in'-om-ahee),be past,[from,previously committed
G4267,προγινώσκω,Verb,proginóskó,prog-ee-NO-sko,(prog-in-oce'-ko),"foreknow (ordain), know (before)",[from,"foreknew, foreknown, knowing beforehand, known"
G4268,πρόγνωσις,"Noun, Feminine",prognósis,prog'-no-sis,(prog'-no-sis),foreknowledge,[from,foreknowledge
G4269,πρόγονος,"Noun, Masculine",progonos,prog'-o-nos,(prog'-on-os),"forefather, parent",[from,"forefathers, parents"
G4270,προγράφω,Verb,prographó,prog-raf'-o,(prog-raf'-o),"before ordain, evidently set forth, write (afore, aforetime)",[from,"beforehand marked, earlier times, publicly portrayed, written in earlier times, wrote before"
G4271,πρόδηλος,Adjective,prodélos,pro'-day-los,(prod'-ay-los),"evident, manifest (open) beforehand",[from,"quite evident, evident"
G4272,προδίδωμι,Verb,prodidómi,pro-DEE-do-mee,(prod-id'-o-mee),first give,[from,first given
G4273,προδότης,"Noun, Masculine",prodotés,pro-do-tace',(prod-ot'-ace),"betrayer, traitor",[from,"betrayers, traitor, treacherous"
G4274,πρόδρομος,Adjective,prodromos,prod'-rom-os,(prod'-rom-os),forerunner,[from the alternate of,forerunner
G4275,προεἶδον,Verb,proeido,pro-i'-do,(pro-i'-do),"foresee, saw before",[from,
G4276,προελπίζω,Verb,proelpizó,pro-el-PID-zo,(pro-el-pid'-zo),first trust,[from,first to hope
G4277,προγινώσκω,Verb,proginosko,pro-gin-OCE-ko,(pro-ep'-o),"forewarn, say (speak, tell) before",[from,
G4278,προενάρχομαι,Verb,proenarchomai,pro-en-AR-kho-my,(pro-en-ar'-khom-ahee),begin (before),[from,"first to begin, previously made, previously made a beginning"
G4279,προεπαγγέλλω,Verb,proepaggelló,pro-ep-ang-GEL-lo,(pro-ep-ang-ghel'-lom-ahee),promise before,[middle voice from,"previously promised, promised beforehand"
G4280,προερέω,Verb,proereó,pro-er-eh'-o,(pro-er-eh'-o),"foretell, say (speak, tell) before",[from,
G4281,προέρχομαι,Verb,proerchomai,pro-er'-khom-ahee,(pro-er'-khom-ahee),"go before (farther, forward), outgo, pass on",[from,"went beyond, go, go on ahead, going ahead, gone on ahead, got there ahead, preceding"
G4282,προετοιμάζω,Verb,proetoimazó,pro-et-oy-MAD-zo,(pro-et-oy-mad'-zo),"ordain before, prepare afore",[from,prepared beforehand
G4283,προευαγγελίζομαι,Verb,proeuaggelizomai,pro-yoo-ang-ghel-ID-zom-ahee,(pro-yoo-ang-ghel-id'-zom-ahee),preach before the gospel,[middle voice from,"gospel beforehand, preached the gospel beforehand"
G4284,προέχω,Verb,proechó,pro-eh'-kho,(pro-ekh-om-ahee),be better,[middle voice from,better
G4285,προεγέομαι,Verb,proégeomai,pro-eh-geh'-om-ahee,(pro-ay-geh'-om-ahee),prefer,[from,give preference
G4286,πρόθεσις,"Noun, Feminine",prothesis,PRO-thes-is,(proth'-es-is),"purpose, shew(-bread)",[from,"purpose, consecrated, resolute, sacred"
G4287,προθεσμία,"Noun, Feminine",prothesmia,proth-es-MEE-ah,(proth-es'-mee-os),time appointed,[from,date set
G4288,προθυμία,"Noun, Feminine",prothumia,pro-thoo-mee'-ah,(proth-oo-mee'-ah),"forwardness of mind, readiness (of mind), ready (willing) mind",[from,"readiness, eagerness"
G4289,πρόθυμος,Adjective,prothumos,pro'-thoo-mos,(proth'-oo-mos),"ready, willing",[from,"willing, eager"
G4290,πρόθυμος,Adverb,prothumós,pro-thoo-mos',(proth-oo'-moce),willingly,[adverb from,eagerness
G4291,προΐστημι,Verb,proistemi,pro-IS-tay-mee,(pro-is'-tay-mee),"maintain, be over, rule",[from,
G4292,προκαλέω,Verb,prokaleó,pro-kal-eh'-o,(prok-al-eh'-om-ahee),provoke,[middle voice from,challenging
G4293,προκαταγγέλλω,Verb,prokataggelló,pro-kat-ang-GEL-lo,(prok-at-ang-ghel'-lo),"foretell, have notice, (shew) before",[from,"announced beforehand, previously announced"
G4294,προκαταρτίζω,Verb,prokatartizó,pro-kat-ar-TID-zo,(prok-at-ar-tid'-zo),make up beforehand,[from,arrange beforehand
G4295,προκεῖμαι,Verb,prokeimai,pro-KAY-mai,(prok'-i-mahee),"be first, set before (forth)",[from,"set before, exhibited, present"
G4296,προκηρύσσω,Verb,prokérussó,pro-kay-ROOS-so,(prok-ay-rooce'-so),before (first) preach,[from,proclaimed
G4297,προκοπή,"Noun, Feminine",prokopé,pro-ko-PAY,(prok-op-ay'),"furtherance, profit",[from,progress
G4298,προκόπτω,Verb,prokoptó,pro-KOP-to,(prok-op'-to),"increase, proceed, profit, be far spent, wax",[from,"advancing, almost gone, increasing, lead, make progress, proceed"
G4299,πρόκριμα,"Noun, Neuter",prokrima,pro'-kree-mah,(prok'-ree-mah),prefer one before another,[from a compound of,bias
G4300,προκυρόω,Verb,prokuroó,pro-koo-ROH-oh,(prok-oo-ro'-o),confirm before,[from,previously ratified
G4301,προλαμβάνω,Verb,prolambanó,pro-lam-BAN-o,(prol-am-ban'-o),"come aforehand, overtake, take before",[from,"beforehand, caught, takes first"
G4302,προλέγω,Verb,prolegó,pro-leg'-o,(prol-eg'-o),"foretell, tell before",[from,"forewarn, say in advance, telling in advance"
G4303,προμαρτύρομαι,Verb,promarturomai,pro-mar-TOO-roh-my,(prom-ar-too'-rom-ahee),testify beforehand,[from,predicted
G4304,προμελετάω,Verb,promeletaó,pro-mel-et-ah'-o,(prom-el-et-ah'-o),meditate before,[from,prepare beforehand
G4305,προμεριμνάω,Verb,promerimnaó,pro-mer-im-NAH-oh,(prom-er-im-nah'-o),take thought beforehand,[from,worry beforehand
G4306,προνοέω,Verb,pronoeó,pro-no-eh'-o,(pron-o-eh'-o),provide (for),[from,"have regard, provide, respect"
G4307,πρόνοια,"Noun, Feminine",pronoia,pro'-noy-ah,(pron'-oy-ah),"providence, provision",[from,"providence, provision"
G4308,προοράω,Verb,prooraó,pro-or-AH-o,(pro-or-ah'-o),"foresee, see before",[from,"previously seen, saw"
G4309,προορίζω,Verb,proorizó,pro-or-ID-zo,(pro-or-id'-zo),"determine before, ordain, predestinate",[from,predestined
G4310,προπάσχω,Verb,propascho,pro-PAS-kho,(prop-as'-kho),suffer before,[from,
G4311,προπέμπω,Verb,propempó,pro-PEM-po,(prop-em'-po),"accompany, bring (forward) on journey (way), conduct forth",[from,"send on their way, accompanying, escorted, help, helped on my journey, helped on my way, journey"
G4312,προπετής,Adjective,propetés,pro-pe-TAYS,(prop-et-ace'),"heady, rash(-ly)",[from a compound of,"rash, reckless"
G4313,προπορεύομαι,Verb,proporeuomai,pro-por-YOO-oh-my,(prop-or-yoo'-om-ahee),go before,[from,"go, go before"
G4314,πρός,Preposition,pros,pros,(pros),"about, according to , against, among, at, because of, before, between, (where-)by, for, X at thy house, in, for intent, nigh unto, of, which pertain to, that, to (the end that), X together, to (you) -ward, unto, with(-in) In the comparative case, it denotes essentially the same applications, namely, motion towards, accession to, or nearness at",[a strengthened form of,"against, before, toward, among, so, near, pertaining"
G4315,προσάββατον,"Noun, Neuter",prosabbaton,pros-AB-ba-ton,(pros-ab'-bat-on),day before the sabbath,[from,"day before, day before the Sabbath"
G4316,προσαγορεύω,Verb,prosagoreuó,pros-ag-or-YOO-oh,(pros-ag-or-yoo'-o),call,[from,designated
G4317,προσαγω,Verb,prosagó,pros-ag-O,(pros-ag'-o),"bring, draw near",[from,"bring, brought, approaching"
G4318,προσαγωγή,"Noun, Feminine",prosagógé,pros-ag-o-GAY,(pros-ag-ogue-ay'),access,[from,"access, introduction"
G4319,προσαιτέω,Verb,prosaiteo,pros-ahee-TEH-oh,(pros-ahee-teh'-o),beg,[from,
G4320,προσαναβαίνω,Verb,prosanabainó,pros-an-ab-ah'-ee-no,(pros-an-ab-ah'-ee-no),go up,[from,move
G4321,προσαναλίσκω,Verb,prosanaliskó,pros-an-al-EE-skoh,(pros-an-al-is'-ko),spend,[from,
G4322,προσαναπληρόω,Verb,prosanapléroó,pros-an-ap-lay-RO-o,(pros-an-ap-lay-ro'-o),supply,[from,"fully supplied, fully supplying"
G4323,προσανατίθημι,Verb,prosanatithémi,pros-an-at-ITH-ay-mee,(pros-an-at-ith'-ay-mee),"in conference add, confer",[from,"consult, contributed"
G4324,προσαπειλέω,Verb,prosapeileó,pros-ap-i-LEH-o,(pros-ap-i-leh'-o),ie threaten further,[from,threatened further
G4325,προσδαπανάω,Verb,prosdapanaó,pros-dap-an-ah'-o,(pros-dap-an-ah'-o),spend more,[from,more spend
G4326,προσδέομαι,Verb,prosdeomai,pros-deh'-om-ahee,(pros-deh'-om-ahee),need,[from,needed
G4327,προσδέχομαι,Verb,prosdechomai,pros-dekh'-om-ahee,(pros-dekh'-om-ahee),"accept, allow, look (wait) for, take",[from,"waiting, looking, receive, accepted, accepting, cherish, receives"
G4328,προσδοκάω,Verb,prosdokaó,pros-do-KAH-o,(pros-dok-ah'-o),"(be in) expect(-ation), look (for), when looked, tarry, wait for",[from,"look, expect, expecting, looking, waiting, state of expectation, waited"
G4329,προσδοκία,"Noun, Feminine",prosdokia,pros-do-KEE-ah,(pros-dok-ee'-ah),"expectation, looking after",[from,"expectation, expecting"
G4330,προσεάω,Verb,proseaó,pros-eh-ah'-o,(pros-eh-ah'-o),suffer,[from,permit to go farther
G4331,προσεγγίζω,Verb,proseggizó,pros-eng-GID-zo,(pros-eng-ghid'-zo),come nigh,[from,
G4332,προσκαρτερέω,Verb,prosedreuó,pros-ed-reh'-o,(pros-ed-ryoo'-o),wait at,[from a compound of,
G4333,προσεργάζομαι,Verb,prosergazomai,pros-er-GAD-zom-ahee,(pros-er-gad'-zom-ahee),gain,[from,made more
G4334,προσέρχομαι,Verb,proserchomai,pros-er'-khom-ahee,(pros-er'-khom-ahee),"(as soon as he) come (unto), come thereunto, consent, draw near, go (near, to, unto)",[from,"came, went, draw near, coming, approached, came forward, come"
G4335,προσευχή,"Noun, Feminine",proseuché,pros-yoo-khay',(pros-yoo-khay'),"X pray earnestly, prayer",[from,"prayer, prayers, place of prayer, earnestly"
G4336,προσεύχομαι,Verb,proseuchomai,pros-yoo'-khom-ahee,(pros-yoo'-khom-ahee),"pray (X earnestly, for), make prayer",[from,"pray, praying, prayed, offer prayers, make prayers, prayer, prays"
G4337,προσέχω,Verb,prosechó,pros-ekh'-o,(pros-ekh'-o),"(give) attend(-ance, -ance at, -ance to, unto), beware, be given to, give (take) heed (to unto); have regard",[from,"beware, guard, giving attention, pay attention, paying attention, addicted, give attention"
G4338,προσελόω,Verb,proséloó,pros-el-OH-o,(pros-ay-lo'-o),nail to,[from,nailed
G4339,προσήλυτος,"Noun, Masculine",prosélutos,pro-SAY-loo-tos,(pros-ay'-loo-tos),proselyte,[from the alternate of,"proselyte, proselytes"
G4340,πρόσκαιρος,Adjective,proskairos,pros'-kahee-ros,(pros'-kahee-ros),"dur-(eth) for awhile, endure for a time, for a season, temporal",[from,"temporary, passing, temporal"
G4341,προσκαλέω,Verb,proskaleó,pros-kal-eh'-o,(pros-kal-eh'-om-ahee),"call (for, to, unto)",[middle voice from,"called, summoned, calling, summoning, call"
G4342,προσκαρτερέω,Verb,proskartereó,pros-kar-ter-eh'-o,(pros-kar-ter-eh'-o),"attend (give self) continually (upon), continue (in, instant in, with), wait on (continually)",[from,"continually devoting themselves, continued, continuing, devote ourselves, devote yourselves, devoted, devoting themselves"
G4343,προσκαρτέρησις,"Noun, Feminine",proskarterésis,pros-kar-ter'-ay-sis,(pros-kar-ter'-ay-sis),perseverance,[from,perseverance
G4344,προσκεφάλαιον,"Noun, Neuter",proskephalaion,pros-kef-al'-ah-yon,(pros-kef-al'-ahee-on),pillow,[neuter of a presumed compound of,cushion
G4345,προσκληρόω,Verb,proskléroó,pros-klay-ro'-o,(pros-klay-ro'-o),consort with,[from,joined
G4346,προσκλίσις,"Noun, Feminine",prosklisis,pros-klee'-sis,(pros'-klis-is),partiality,[from a compound of,
